Threshold,Target,Model,Metrics,Accuracy
3dB,ITR,KNN,SignalDetected + AvgPower + DetectionTime + DetectionPctVar + EarlyDetectionRatio + PowerSkewness + RobustnessIndex + StrongResponses,0.3333333333333333
3dB,BCI,KNN,SignalDetected + AvgPower + DetectionTime + DetectionPctVar + EarlyDetectionRatio + PowerSkewness + FreqEntropy + StrongResponses,0.6190476190476191
3dB,ITR,KNN,SignalDetected + AvgPower + DetectionTime + DetectionPctVar + EarlyDetectionRatio + PowerSkewness + FreqEntropy + StrongResponses,0.42857142857142855
3dB,BCI,KNN,SignalDetected + AvgPower + DetectionTime + DetectionPctVar + EarlyDetectionRatio + RobustnessIndex + FreqEntropy + StrongResponses,0.6190476190476191
3dB,ITR,KNN,SignalDetected + AvgPower + DetectionTime + DetectionPctVar + EarlyDetectionRatio + RobustnessIndex + FreqEntropy + StrongResponses,0.42857142857142855
3dB,BCI,KNN,SignalDetected + AvgPower + DetectionTime + DetectionPctVar + PowerSkewness + RobustnessIndex + FreqEntropy + StrongResponses,0.6190476190476191
3dB,ITR,KNN,SignalDetected + AvgPower + DetectionTime + DetectionPctVar + PowerSkewness + RobustnessIndex + FreqEntropy + StrongResponses,0.47619047619047616
3dB,BCI,KNN,SignalDetected + AvgPower + DetectionTime + EarlyDetectionRatio + PowerSkewness + RobustnessIndex + FreqEntropy + StrongResponses,0.5238095238095238
3dB,ITR,KNN,SignalDetected + AvgPower + DetectionTime + EarlyDetectionRatio + PowerSkewness + RobustnessIndex + FreqEntropy + StrongResponses,0.23809523809523808
3dB,BCI,KNN,SignalDetected + AvgPower + DetectionRate + DetectionPctVar + EarlyDetectionRatio + PowerSkewness + RobustnessIndex + FreqEntropy,0.6190476190476191
3dB,ITR,KNN,SignalDetected + AvgPower + DetectionRate + DetectionPctVar + EarlyDetectionRatio + PowerSkewness + RobustnessIndex + FreqEntropy,0.42857142857142855
3dB,BCI,KNN,SignalDetected + AvgPower + DetectionRate + DetectionPctVar + EarlyDetectionRatio + PowerSkewness + RobustnessIndex + StrongResponses,0.6190476190476191
3dB,ITR,KNN,SignalDetected + AvgPower + DetectionRate + DetectionPctVar + EarlyDetectionRatio + PowerSkewness + RobustnessIndex + StrongResponses,0.2857142857142857
3dB,BCI,KNN,SignalDetected + AvgPower + DetectionRate + DetectionPctVar + EarlyDetectionRatio + PowerSkewness + FreqEntropy + StrongResponses,0.5714285714285714
3dB,ITR,KNN,SignalDetected + AvgPower + DetectionRate + DetectionPctVar + EarlyDetectionRatio + PowerSkewness + FreqEntropy + StrongResponses,0.2857142857142857
3dB,BCI,KNN,SignalDetected + AvgPower + DetectionRate + DetectionPctVar + EarlyDetectionRatio + RobustnessIndex + FreqEntropy + StrongResponses,0.5714285714285714
3dB,ITR,KNN,SignalDetected + AvgPower + DetectionRate + DetectionPctVar + EarlyDetectionRatio + RobustnessIndex + FreqEntropy + StrongResponses,0.2857142857142857
3dB,BCI,KNN,SignalDetected + AvgPower + DetectionRate + DetectionPctVar + PowerSkewness + RobustnessIndex + FreqEntropy + StrongResponses,0.5238095238095238
3dB,ITR,KNN,SignalDetected + AvgPower + DetectionRate + DetectionPctVar + PowerSkewness + RobustnessIndex + FreqEntropy + StrongResponses,0.3333333333333333
3dB,BCI,KNN,SignalDetected + AvgPower + DetectionRate + EarlyDetectionRatio + PowerSkewness + RobustnessIndex + FreqEntropy + StrongResponses,0.5238095238095238
3dB,ITR,KNN,SignalDetected + AvgPower + DetectionRate + EarlyDetectionRatio + PowerSkewness + RobustnessIndex + FreqEntropy + StrongResponses,0.38095238095238093
3dB,BCI,KNN,SignalDetected + AvgPower + DetectionPctVar + EarlyDetectionRatio + PowerSkewness + RobustnessIndex + FreqEntropy + StrongResponses,0.5238095238095238
3dB,ITR,KNN,SignalDetected + AvgPower + DetectionPctVar + EarlyDetectionRatio + PowerSkewness + RobustnessIndex + FreqEntropy + StrongResponses,0.2857142857142857
3dB,BCI,KNN,SignalDetected + PowerVariability + DetectedTimePercentage + DetectionTime + DetectionRate + DetectionPctVar + EarlyDetectionRatio + PowerSkewness,0.5714285714285714
3dB,ITR,KNN,SignalDetected + PowerVariability + DetectedTimePercentage + DetectionTime + DetectionRate + DetectionPctVar + EarlyDetectionRatio + PowerSkewness,0.3333333333333333
3dB,BCI,KNN,SignalDetected + PowerVariability + DetectedTimePercentage + DetectionTime + DetectionRate + DetectionPctVar + EarlyDetectionRatio + RobustnessIndex,0.47619047619047616
3dB,ITR,KNN,SignalDetected + PowerVariability + DetectedTimePercentage + DetectionTime + DetectionRate + DetectionPctVar + EarlyDetectionRatio + RobustnessIndex,0.38095238095238093
3dB,BCI,KNN,SignalDetected + PowerVariability + DetectedTimePercentage + DetectionTime + DetectionRate + DetectionPctVar + EarlyDetectionRatio + FreqEntropy,0.5714285714285714
3dB,ITR,KNN,SignalDetected + PowerVariability + DetectedTimePercentage + DetectionTime + DetectionRate + DetectionPctVar + EarlyDetectionRatio + FreqEntropy,0.47619047619047616
3dB,BCI,KNN,SignalDetected + PowerVariability + DetectedTimePercentage + DetectionTime + DetectionRate + DetectionPctVar + EarlyDetectionRatio + StrongResponses,0.5238095238095238
3dB,ITR,KNN,SignalDetected + PowerVariability + DetectedTimePercentage + DetectionTime + DetectionRate + DetectionPctVar + EarlyDetectionRatio + StrongResponses,0.2857142857142857
3dB,BCI,KNN,SignalDetected + PowerVariability + DetectedTimePercentage + DetectionTime + DetectionRate + DetectionPctVar + PowerSkewness + RobustnessIndex,0.6190476190476191
3dB,ITR,KNN,SignalDetected + PowerVariability + DetectedTimePercentage + DetectionTime + DetectionRate + DetectionPctVar + PowerSkewness + RobustnessIndex,0.5238095238095238
3dB,BCI,KNN,SignalDetected + PowerVariability + DetectedTimePercentage + DetectionTime + DetectionRate + DetectionPctVar + PowerSkewness + FreqEntropy,0.6190476190476191
3dB,ITR,KNN,SignalDetected + PowerVariability + DetectedTimePercentage + DetectionTime + DetectionRate + DetectionPctVar + PowerSkewness + FreqEntropy,0.42857142857142855
3dB,BCI,KNN,SignalDetected + PowerVariability + DetectedTimePercentage + DetectionTime + DetectionRate + DetectionPctVar + PowerSkewness + StrongResponses,0.5238095238095238
3dB,ITR,KNN,SignalDetected + PowerVariability + DetectedTimePercentage + DetectionTime + DetectionRate + DetectionPctVar + PowerSkewness + StrongResponses,0.23809523809523808
3dB,BCI,KNN,SignalDetected + PowerVariability + DetectedTimePercentage + DetectionTime + DetectionRate + DetectionPctVar + RobustnessIndex + FreqEntropy,0.6190476190476191
3dB,ITR,KNN,SignalDetected + PowerVariability + DetectedTimePercentage + DetectionTime + DetectionRate + DetectionPctVar + RobustnessIndex + FreqEntropy,0.47619047619047616
3dB,BCI,KNN,SignalDetected + PowerVariability + DetectedTimePercentage + DetectionTime + DetectionRate + DetectionPctVar + RobustnessIndex + StrongResponses,0.47619047619047616
3dB,ITR,KNN,SignalDetected + PowerVariability + DetectedTimePercentage + DetectionTime + DetectionRate + DetectionPctVar + RobustnessIndex + StrongResponses,0.2857142857142857
3dB,BCI,KNN,SignalDetected + PowerVariability + DetectedTimePercentage + DetectionTime + DetectionRate + DetectionPctVar + FreqEntropy + StrongResponses,0.5238095238095238
3dB,ITR,KNN,SignalDetected + PowerVariability + DetectedTimePercentage + DetectionTime + DetectionRate + DetectionPctVar + FreqEntropy + StrongResponses,0.42857142857142855
3dB,BCI,KNN,SignalDetected + PowerVariability + DetectedTimePercentage + DetectionTime + DetectionRate + EarlyDetectionRatio + PowerSkewness + RobustnessIndex,0.42857142857142855
3dB,ITR,KNN,SignalDetected + PowerVariability + DetectedTimePercentage + DetectionTime + DetectionRate + EarlyDetectionRatio + PowerSkewness + RobustnessIndex,0.42857142857142855
3dB,BCI,KNN,SignalDetected + PowerVariability + DetectedTimePercentage + DetectionTime + DetectionRate + EarlyDetectionRatio + PowerSkewness + FreqEntropy,0.47619047619047616
3dB,ITR,KNN,SignalDetected + PowerVariability + DetectedTimePercentage + DetectionTime + DetectionRate + EarlyDetectionRatio + PowerSkewness + FreqEntropy,0.3333333333333333
3dB,BCI,KNN,SignalDetected + PowerVariability + DetectedTimePercentage + DetectionTime + DetectionRate + EarlyDetectionRatio + PowerSkewness + StrongResponses,0.47619047619047616
3dB,ITR,KNN,SignalDetected + PowerVariability + DetectedTimePercentage + DetectionTime + DetectionRate + EarlyDetectionRatio + PowerSkewness + StrongResponses,0.38095238095238093
3dB,BCI,KNN,SignalDetected + PowerVariability + DetectedTimePercentage + DetectionTime + DetectionRate + EarlyDetectionRatio + RobustnessIndex + FreqEntropy,0.5238095238095238
3dB,ITR,KNN,SignalDetected + PowerVariability + DetectedTimePercentage + DetectionTime + DetectionRate + EarlyDetectionRatio + RobustnessIndex + FreqEntropy,0.38095238095238093
3dB,BCI,KNN,SignalDetected + PowerVariability + DetectedTimePercentage + DetectionTime + DetectionRate + EarlyDetectionRatio + RobustnessIndex + StrongResponses,0.42857142857142855
3dB,ITR,KNN,SignalDetected + PowerVariability + DetectedTimePercentage + DetectionTime + DetectionRate + EarlyDetectionRatio + RobustnessIndex + StrongResponses,0.38095238095238093
3dB,BCI,KNN,SignalDetected + PowerVariability + DetectedTimePercentage + DetectionTime + DetectionRate + EarlyDetectionRatio + FreqEntropy + StrongResponses,0.5714285714285714
3dB,ITR,KNN,SignalDetected + PowerVariability + DetectedTimePercentage + DetectionTime + DetectionRate + EarlyDetectionRatio + FreqEntropy + StrongResponses,0.38095238095238093
3dB,BCI,KNN,SignalDetected + PowerVariability + DetectedTimePercentage + DetectionTime + DetectionRate + PowerSkewness + RobustnessIndex + FreqEntropy,0.6190476190476191
3dB,ITR,KNN,SignalDetected + PowerVariability + DetectedTimePercentage + DetectionTime + DetectionRate + PowerSkewness + RobustnessIndex + FreqEntropy,0.5714285714285714
3dB,BCI,KNN,SignalDetected + PowerVariability + DetectedTimePercentage + DetectionTime + DetectionRate + PowerSkewness + RobustnessIndex + StrongResponses,0.42857142857142855
3dB,ITR,KNN,SignalDetected + PowerVariability + DetectedTimePercentage + DetectionTime + DetectionRate + PowerSkewness + RobustnessIndex + StrongResponses,0.42857142857142855
3dB,BCI,KNN,SignalDetected + PowerVariability + DetectedTimePercentage + DetectionTime + DetectionRate + PowerSkewness + FreqEntropy + StrongResponses,0.5238095238095238
3dB,ITR,KNN,SignalDetected + PowerVariability + DetectedTimePercentage + DetectionTime + DetectionRate + PowerSkewness + FreqEntropy + StrongResponses,0.3333333333333333
3dB,BCI,KNN,SignalDetected + PowerVariability + DetectedTimePercentage + DetectionTime + DetectionRate + RobustnessIndex + FreqEntropy + StrongResponses,0.5238095238095238
3dB,ITR,KNN,SignalDetected + PowerVariability + DetectedTimePercentage + DetectionTime + DetectionRate + RobustnessIndex + FreqEntropy + StrongResponses,0.38095238095238093
3dB,BCI,KNN,SignalDetected + PowerVariability + DetectedTimePercentage + DetectionTime + DetectionPctVar + EarlyDetectionRatio + PowerSkewness + RobustnessIndex,0.5714285714285714
3dB,ITR,KNN,SignalDetected + PowerVariability + DetectedTimePercentage + DetectionTime + DetectionPctVar + EarlyDetectionRatio + PowerSkewness + RobustnessIndex,0.2857142857142857
3dB,BCI,KNN,SignalDetected + PowerVariability + DetectedTimePercentage + DetectionTime + DetectionPctVar + EarlyDetectionRatio + PowerSkewness + FreqEntropy,0.6190476190476191
3dB,ITR,KNN,SignalDetected + PowerVariability + DetectedTimePercentage + DetectionTime + DetectionPctVar + EarlyDetectionRatio + PowerSkewness + FreqEntropy,0.38095238095238093
3dB,BCI,KNN,SignalDetected + PowerVariability + DetectedTimePercentage + DetectionTime + DetectionPctVar + EarlyDetectionRatio + PowerSkewness + StrongResponses,0.5714285714285714
3dB,ITR,KNN,SignalDetected + PowerVariability + DetectedTimePercentage + DetectionTime + DetectionPctVar + EarlyDetectionRatio + PowerSkewness + StrongResponses,0.23809523809523808
3dB,BCI,KNN,SignalDetected + PowerVariability + DetectedTimePercentage + DetectionTime + DetectionPctVar + EarlyDetectionRatio + RobustnessIndex + FreqEntropy,0.5714285714285714
3dB,ITR,KNN,SignalDetected + PowerVariability + DetectedTimePercentage + DetectionTime + DetectionPctVar + EarlyDetectionRatio + RobustnessIndex + FreqEntropy,0.38095238095238093
3dB,BCI,KNN,SignalDetected + PowerVariability + DetectedTimePercentage + DetectionTime + DetectionPctVar + EarlyDetectionRatio + RobustnessIndex + StrongResponses,0.5238095238095238
3dB,ITR,KNN,SignalDetected + PowerVariability + DetectedTimePercentage + DetectionTime + DetectionPctVar + EarlyDetectionRatio + RobustnessIndex + StrongResponses,0.2857142857142857
3dB,BCI,KNN,SignalDetected + PowerVariability + DetectedTimePercentage + DetectionTime + DetectionPctVar + EarlyDetectionRatio + FreqEntropy + StrongResponses,0.5714285714285714
3dB,ITR,KNN,SignalDetected + PowerVariability + DetectedTimePercentage + DetectionTime + DetectionPctVar + EarlyDetectionRatio + FreqEntropy + StrongResponses,0.38095238095238093
3dB,BCI,KNN,SignalDetected + PowerVariability + DetectedTimePercentage + DetectionTime + DetectionPctVar + PowerSkewness + RobustnessIndex + FreqEntropy,0.6190476190476191
3dB,ITR,KNN,SignalDetected + PowerVariability + DetectedTimePercentage + DetectionTime + DetectionPctVar + PowerSkewness + RobustnessIndex + FreqEntropy,0.47619047619047616
3dB,BCI,KNN,SignalDetected + PowerVariability + DetectedTimePercentage + DetectionTime + DetectionPctVar + PowerSkewness + RobustnessIndex + StrongResponses,0.5238095238095238
3dB,ITR,KNN,SignalDetected + PowerVariability + DetectedTimePercentage + DetectionTime + DetectionPctVar + PowerSkewness + RobustnessIndex + StrongResponses,0.23809523809523808
3dB,BCI,KNN,SignalDetected + PowerVariability + DetectedTimePercentage + DetectionTime + DetectionPctVar + PowerSkewness + FreqEntropy + StrongResponses,0.5714285714285714
3dB,ITR,KNN,SignalDetected + PowerVariability + DetectedTimePercentage + DetectionTime + DetectionPctVar + PowerSkewness + FreqEntropy + StrongResponses,0.3333333333333333
3dB,BCI,KNN,SignalDetected + PowerVariability + DetectedTimePercentage + DetectionTime + DetectionPctVar + RobustnessIndex + FreqEntropy + StrongResponses,0.5714285714285714
3dB,ITR,KNN,SignalDetected + PowerVariability + DetectedTimePercentage + DetectionTime + DetectionPctVar + RobustnessIndex + FreqEntropy + StrongResponses,0.38095238095238093
3dB,BCI,KNN,SignalDetected + PowerVariability + DetectedTimePercentage + DetectionTime + EarlyDetectionRatio + PowerSkewness + RobustnessIndex + FreqEntropy,0.47619047619047616
3dB,ITR,KNN,SignalDetected + PowerVariability + DetectedTimePercentage + DetectionTime + EarlyDetectionRatio + PowerSkewness + RobustnessIndex + FreqEntropy,0.2857142857142857
3dB,BCI,KNN,SignalDetected + PowerVariability + DetectedTimePercentage + DetectionTime + EarlyDetectionRatio + PowerSkewness + RobustnessIndex + StrongResponses,0.47619047619047616
3dB,ITR,KNN,SignalDetected + PowerVariability + DetectedTimePercentage + DetectionTime + EarlyDetectionRatio + PowerSkewness + RobustnessIndex + StrongResponses,0.3333333333333333
3dB,BCI,KNN,SignalDetected + PowerVariability + DetectedTimePercentage + DetectionTime + EarlyDetectionRatio + PowerSkewness + FreqEntropy + StrongResponses,0.5714285714285714
3dB,ITR,KNN,SignalDetected + PowerVariability + DetectedTimePercentage + DetectionTime + EarlyDetectionRatio + PowerSkewness + FreqEntropy + StrongResponses,0.23809523809523808
3dB,BCI,KNN,SignalDetected + PowerVariability + DetectedTimePercentage + DetectionTime + EarlyDetectionRatio + RobustnessIndex + FreqEntropy + StrongResponses,0.5714285714285714
3dB,ITR,KNN,SignalDetected + PowerVariability + DetectedTimePercentage + DetectionTime + EarlyDetectionRatio + RobustnessIndex + FreqEntropy + StrongResponses,0.3333333333333333
3dB,BCI,KNN,SignalDetected + PowerVariability + DetectedTimePercentage + DetectionTime + PowerSkewness + RobustnessIndex + FreqEntropy + StrongResponses,0.47619047619047616
3dB,ITR,KNN,SignalDetected + PowerVariability + DetectedTimePercentage + DetectionTime + PowerSkewness + RobustnessIndex + FreqEntropy + StrongResponses,0.3333333333333333
3dB,BCI,KNN,SignalDetected + PowerVariability + DetectedTimePercentage + DetectionRate + DetectionPctVar + EarlyDetectionRatio + PowerSkewness + RobustnessIndex,0.5714285714285714
3dB,ITR,KNN,SignalDetected + PowerVariability + DetectedTimePercentage + DetectionRate + DetectionPctVar + EarlyDetectionRatio + PowerSkewness + RobustnessIndex,0.38095238095238093
3dB,BCI,KNN,SignalDetected + PowerVariability + DetectedTimePercentage + DetectionRate + DetectionPctVar + EarlyDetectionRatio + PowerSkewness + FreqEntropy,0.5714285714285714
3dB,ITR,KNN,SignalDetected + PowerVariability + DetectedTimePercentage + DetectionRate + DetectionPctVar + EarlyDetectionRatio + PowerSkewness + FreqEntropy,0.47619047619047616
3dB,BCI,KNN,SignalDetected + PowerVariability + DetectedTimePercentage + DetectionRate + DetectionPctVar + EarlyDetectionRatio + PowerSkewness + StrongResponses,0.5714285714285714
3dB,ITR,KNN,SignalDetected + PowerVariability + DetectedTimePercentage + DetectionRate + DetectionPctVar + EarlyDetectionRatio + PowerSkewness + StrongResponses,0.2857142857142857
3dB,BCI,KNN,SignalDetected + PowerVariability + DetectedTimePercentage + DetectionRate + DetectionPctVar + EarlyDetectionRatio + RobustnessIndex + FreqEntropy,0.5714285714285714
3dB,ITR,KNN,SignalDetected + PowerVariability + DetectedTimePercentage + DetectionRate + DetectionPctVar + EarlyDetectionRatio + RobustnessIndex + FreqEntropy,0.5238095238095238
3dB,BCI,KNN,SignalDetected + PowerVariability + DetectedTimePercentage + DetectionRate + DetectionPctVar + EarlyDetectionRatio + RobustnessIndex + StrongResponses,0.5238095238095238
3dB,ITR,KNN,SignalDetected + PowerVariability + DetectedTimePercentage + DetectionRate + DetectionPctVar + EarlyDetectionRatio + RobustnessIndex + StrongResponses,0.3333333333333333
3dB,BCI,KNN,SignalDetected + PowerVariability + DetectedTimePercentage + DetectionRate + DetectionPctVar + EarlyDetectionRatio + FreqEntropy + StrongResponses,0.5238095238095238
3dB,ITR,KNN,SignalDetected + PowerVariability + DetectedTimePercentage + DetectionRate + DetectionPctVar + EarlyDetectionRatio + FreqEntropy + StrongResponses,0.42857142857142855
